Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS-9-globalsqa-1,Chrome 127.0.0.0,,,05-08-2024 20:00:31,05-08-2024 20:03:13,2m - 41.082s,PASSED
,,,,,,,
Test Cases/TC-24-globalsqa-banking,Chrome 127.0.0.0,,"banking,account",05-08-2024 20:00:32,05-08-2024 20:00:46,14.053s,PASSED
"openBrowser("""")",Chrome 127.0.0.0,,,05-08-2024 20:00:33,05-08-2024 20:00:37,4.369s,PASSED
"navigateToUrl(""https://www.globalsqa.com/angularJs-protractor/BankingProject/#/login"")",Chrome 127.0.0.0,,,05-08-2024 20:00:37,05-08-2024 20:00:39,1.592s,PASSED
"click(findTestObject(""Object Repository/TC-24/Page_XYZ Bank/button_Customer Login""))",Chrome 127.0.0.0,,,05-08-2024 20:00:39,05-08-2024 20:00:41,2.422s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/TC-24/Page_XYZ Bank/select_---Your Name---       Hermoine Grang_6e895b""), ""1"", true)",Chrome 127.0.0.0,,,05-08-2024 20:00:41,05-08-2024 20:00:43,1.734s,PASSED
"click(findTestObject(""Object Repository/TC-24/Page_XYZ Bank/button_Login""))",Chrome 127.0.0.0,,,05-08-2024 20:00:43,05-08-2024 20:00:43,0.364s,PASSED
"click(findTestObject(""Object Repository/TC-24/Page_XYZ Bank/button_Transactions""))",Chrome 127.0.0.0,,,05-08-2024 20:00:43,05-08-2024 20:00:44,0.938s,PASSED
"verifyElementText(findTestObject(""Object Repository/TC-24/Page_XYZ Bank/td_30""), ""30"")",Chrome 127.0.0.0,,,05-08-2024 20:00:44,05-08-2024 20:00:45,0.963s,PASSED
"click(findTestObject(""Object Repository/TC-24/Page_XYZ Bank/button_Logout""))",Chrome 127.0.0.0,,,05-08-2024 20:00:45,05-08-2024 20:00:45,0.374s,PASSED
closeBrowser(),Chrome 127.0.0.0,,,05-08-2024 20:00:45,05-08-2024 20:00:46,0.330s,PASSED
,,,,,,,
Test Cases/TC-25-globalsqa-samplepagetest,Chrome 127.0.0.0,,,05-08-2024 20:00:46,05-08-2024 20:03:13,2m - 26.686s,PASSED
"openBrowser("""")",Chrome 127.0.0.0,,,05-08-2024 20:00:46,05-08-2024 20:00:49,2.969s,PASSED
"navigateToUrl(""https://www.globalsqa.com/samplepagetest/"")",Chrome 127.0.0.0,,,05-08-2024 20:00:49,05-08-2024 20:00:50,0.792s,PASSED
"namedata = sample1.enterdata(""name"")",Chrome 127.0.0.0,,,05-08-2024 20:00:50,05-08-2024 20:00:50,0.040s,PASSED
"setText(findTestObject(""Object Repository/TC-25/Page_Sample Page Test - GlobalSQA/input_(required)_g2599-name""), namedata)",Chrome 127.0.0.0,,,05-08-2024 20:00:50,05-08-2024 20:00:53,2.851s,PASSED
"setText(findTestObject(""Object Repository/TC-25/Page_Sample Page Test - GlobalSQA/input_(required)_g2599-email""), ""sil@as.com"")",Chrome 127.0.0.0,,,05-08-2024 20:00:53,05-08-2024 20:02:51,1m - 57.956s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/TC-25/Page_Sample Page Test - GlobalSQA/select_0-11-33-55-77-1010""), ""1-3"", true)",Chrome 127.0.0.0,,,05-08-2024 20:02:51,05-08-2024 20:02:53,1.687s,PASSED
"click(findTestObject(""Object Repository/TC-25/Page_Sample Page Test - GlobalSQA/input_Automation Testing_g2599-expertise""))",Chrome 127.0.0.0,,,05-08-2024 20:02:53,05-08-2024 20:02:55,1.819s,PASSED
"click(findTestObject(""Object Repository/TC-25/Page_Sample Page Test - GlobalSQA/input_Automation Testing_g2599-expertise""))",Chrome 127.0.0.0,,,05-08-2024 20:02:55,05-08-2024 20:02:56,1.053s,PASSED
"click(findTestObject(""Object Repository/TC-25/Page_Sample Page Test - GlobalSQA/label_Graduate""))",Chrome 127.0.0.0,,,05-08-2024 20:02:56,05-08-2024 20:02:57,1.148s,PASSED
"click(findTestObject(""Object Repository/TC-25/Page_Sample Page Test - GlobalSQA/button_Alert Box  Click Here""))",Chrome 127.0.0.0,,,05-08-2024 20:02:57,05-08-2024 20:02:58,1.258s,PASSED
"setText(findTestObject(""Object Repository/TC-25/Page_Sample Page Test - GlobalSQA/textarea_(required)_g2599-comment""), ""hello"")",Chrome 127.0.0.0,,,05-08-2024 20:02:58,05-08-2024 20:03:02,4.092s,PASSED
"click(findTestObject(""Object Repository/TC-25/Page_Sample Page Test - GlobalSQA/button_Submit""))",Chrome 127.0.0.0,,,05-08-2024 20:03:02,05-08-2024 20:03:12,9.677s,PASSED
closeBrowser(STOP_ON_FAILURE),Chrome 127.0.0.0,,,05-08-2024 20:03:12,05-08-2024 20:03:12,0.762s,PASSED
