Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS-9-globalsqa-1,Chrome 127.0.0.0,,,02-08-2024 14:12:46,02-08-2024 14:13:16,30.019s,PASSED
,,,,,,,
Test Cases/TC-24-globalsqa-banking,Chrome 127.0.0.0,,"banking,account",02-08-2024 14:12:46,02-08-2024 14:12:57,11.397s,PASSED
"openBrowser("""")",Chrome 127.0.0.0,,,02-08-2024 14:12:46,02-08-2024 14:12:49,2.255s,PASSED
"navigateToUrl(""https://www.globalsqa.com/angularJs-protractor/BankingProject/#/login"")",Chrome 127.0.0.0,,,02-08-2024 14:12:49,02-08-2024 14:12:51,2.075s,PASSED
"click(findTestObject(""Object Repository/TC-24/Page_XYZ Bank/button_Customer Login""))",Chrome 127.0.0.0,,,02-08-2024 14:12:51,02-08-2024 14:12:53,2.292s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/TC-24/Page_XYZ Bank/select_---Your Name---       Hermoine Grang_6e895b""), ""1"", true)",Chrome 127.0.0.0,,,02-08-2024 14:12:53,02-08-2024 14:12:55,1.576s,PASSED
"click(findTestObject(""Object Repository/TC-24/Page_XYZ Bank/button_Login""))",Chrome 127.0.0.0,,,02-08-2024 14:12:55,02-08-2024 14:12:55,0.311s,PASSED
"click(findTestObject(""Object Repository/TC-24/Page_XYZ Bank/button_Transactions""))",Chrome 127.0.0.0,,,02-08-2024 14:12:55,02-08-2024 14:12:56,0.888s,PASSED
"verifyElementText(findTestObject(""Object Repository/TC-24/Page_XYZ Bank/td_30""), ""30"")",Chrome 127.0.0.0,,,02-08-2024 14:12:56,02-08-2024 14:12:57,1.112s,PASSED
"click(findTestObject(""Object Repository/TC-24/Page_XYZ Bank/button_Logout""))",Chrome 127.0.0.0,,,02-08-2024 14:12:57,02-08-2024 14:12:57,0.362s,PASSED
closeBrowser(),Chrome 127.0.0.0,,,02-08-2024 14:12:57,02-08-2024 14:12:57,0.208s,PASSED
,,,,,,,
Test Cases/TC-25-globalsqa-samplepagetest,Chrome 127.0.0.0,,,02-08-2024 14:12:58,02-08-2024 14:13:16,18.386s,PASSED
"openBrowser("""")",Chrome 127.0.0.0,,,02-08-2024 14:12:58,02-08-2024 14:12:59,0.967s,PASSED
"navigateToUrl(""https://www.globalsqa.com/samplepagetest/"")",Chrome 127.0.0.0,,,02-08-2024 14:12:59,02-08-2024 14:13:02,3.526s,PASSED
"namedata = sample1.enterdata(""name"")",Chrome 127.0.0.0,,,02-08-2024 14:13:02,02-08-2024 14:13:02,0.019s,PASSED
"setText(findTestObject(""Object Repository/TC-25/Page_Sample Page Test - GlobalSQA/input_(required)_g2599-name""), namedata)",Chrome 127.0.0.0,,,02-08-2024 14:13:02,02-08-2024 14:13:04,1.791s,PASSED
"setText(findTestObject(""Object Repository/TC-25/Page_Sample Page Test - GlobalSQA/input_(required)_g2599-email""), ""sil@as.com"")",Chrome 127.0.0.0,,,02-08-2024 14:13:04,02-08-2024 14:13:05,0.633s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/TC-25/Page_Sample Page Test - GlobalSQA/select_0-11-33-55-77-1010""), ""1-3"", true)",Chrome 127.0.0.0,,,02-08-2024 14:13:05,02-08-2024 14:13:06,1.024s,PASSED
"click(findTestObject(""Object Repository/TC-25/Page_Sample Page Test - GlobalSQA/input_Automation Testing_g2599-expertise""))",Chrome 127.0.0.0,,,02-08-2024 14:13:06,02-08-2024 14:13:06,0.686s,PASSED
"click(findTestObject(""Object Repository/TC-25/Page_Sample Page Test - GlobalSQA/input_Automation Testing_g2599-expertise""))",Chrome 127.0.0.0,,,02-08-2024 14:13:06,02-08-2024 14:13:07,0.319s,PASSED
"click(findTestObject(""Object Repository/TC-25/Page_Sample Page Test - GlobalSQA/label_Graduate""))",Chrome 127.0.0.0,,,02-08-2024 14:13:07,02-08-2024 14:13:07,0.347s,PASSED
"click(findTestObject(""Object Repository/TC-25/Page_Sample Page Test - GlobalSQA/button_Alert Box  Click Here""))",Chrome 127.0.0.0,,,02-08-2024 14:13:07,02-08-2024 14:13:07,0.320s,PASSED
"setText(findTestObject(""Object Repository/TC-25/Page_Sample Page Test - GlobalSQA/textarea_(required)_g2599-comment""), ""hello"")",Chrome 127.0.0.0,,,02-08-2024 14:13:07,02-08-2024 14:13:08,0.742s,PASSED
"click(findTestObject(""Object Repository/TC-25/Page_Sample Page Test - GlobalSQA/button_Submit""))",Chrome 127.0.0.0,,,02-08-2024 14:13:08,02-08-2024 14:13:15,7.268s,PASSED
closeBrowser(STOP_ON_FAILURE),Chrome 127.0.0.0,,,02-08-2024 14:13:15,02-08-2024 14:13:16,0.561s,PASSED
