Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS-1,Chrome 127.0.0.0,,,01-08-2024 17:46:00,01-08-2024 17:47:13,1m - 12.368s,PASSED
,,,,,,,
Test Cases/TC-11-expandTesting-login,Chrome 127.0.0.0,,,01-08-2024 17:46:01,01-08-2024 17:46:27,26.233s,PASSED
"openBrowser("""")",Chrome 127.0.0.0,,,01-08-2024 17:46:01,01-08-2024 17:46:04,3.107s,PASSED
"navigateToUrl(""https://practice.expandtesting.com/login"")",Chrome 127.0.0.0,,,01-08-2024 17:46:04,01-08-2024 17:46:10,5.662s,PASSED
"setText(findTestObject(""Object Repository/TC-11/Page_Login form page for Automation Testing_eea870/input_Username_username""), username)",Chrome 127.0.0.0,,,01-08-2024 17:46:10,01-08-2024 17:46:12,2.008s,PASSED
"setText(findTestObject(""Object Repository/TC-11/Page_Login form page for Automation Testing_eea870/input_Password_password""), password)",Chrome 127.0.0.0,,,01-08-2024 17:46:12,01-08-2024 17:46:13,0.695s,PASSED
"click(findTestObject(""Object Repository/TC-11/Page_Login form page for Automation Testing_eea870/button_Login""))",Chrome 127.0.0.0,,,01-08-2024 17:46:13,01-08-2024 17:46:25,12.204s,PASSED
"verifyElementVisible(findTestObject(""TC-11/Page_Login form page for Automation Testing Practice/b_Your username is invalid""))",Chrome 127.0.0.0,,,01-08-2024 17:46:25,01-08-2024 17:46:27,1.738s,PASSED
closeBrowser(),Chrome 127.0.0.0,,,01-08-2024 17:46:27,01-08-2024 17:46:27,0.384s,PASSED
,,,,,,,
Test Cases/TC-14-expandTesting-pass,Chrome 127.0.0.0,,,01-08-2024 17:46:27,01-08-2024 17:46:35,7.638s,PASSED
"openBrowser("""")",Chrome 127.0.0.0,,,01-08-2024 17:46:27,01-08-2024 17:46:28,1.212s,PASSED
"navigateToUrl(""https://practice.expandtesting.com/secure-password-checker"")",Chrome 127.0.0.0,,,01-08-2024 17:46:28,01-08-2024 17:46:32,3.236s,PASSED
"setText(findTestObject(""TC-14/Page_Secure Password Checker page for Automation Testing Practice/input_Password_password""), ""Dsil12Dsil"")",Chrome 127.0.0.0,,,01-08-2024 17:46:32,01-08-2024 17:46:33,1.581s,PASSED
"verifyElementNotVisible(findTestObject(""TC-14/Page_Secure Password Checker page for Automation Testing Practice/li_Must be at least 8 characters long""))",Chrome 127.0.0.0,,,01-08-2024 17:46:33,01-08-2024 17:46:33,0.328s,PASSED
"verifyElementNotVisible(findTestObject(""TC-14/Page_Secure Password Checker page for Automation Testing Practice/li_Must contain a lowercase letter""))",Chrome 127.0.0.0,,,01-08-2024 17:46:33,01-08-2024 17:46:34,0.296s,PASSED
"verifyElementNotVisible(findTestObject(""TC-14/Page_Secure Password Checker page for Automation Testing Practice/li_Must contain a number or special character""))",Chrome 127.0.0.0,,,01-08-2024 17:46:34,01-08-2024 17:46:34,0.289s,PASSED
"verifyElementNotVisible(findTestObject(""TC-14/Page_Secure Password Checker page for Automation Testing Practice/li_Must contain an uppercase letter""))",Chrome 127.0.0.0,,,01-08-2024 17:46:34,01-08-2024 17:46:34,0.283s,PASSED
closeBrowser(),Chrome 127.0.0.0,,,01-08-2024 17:46:34,01-08-2024 17:46:35,0.243s,PASSED
,,,,,,,
Test Cases/TC-12-expandTesting-contact,Chrome 127.0.0.0,,,01-08-2024 17:46:35,01-08-2024 17:47:13,38.256s,PASSED
"openBrowser("""")",Chrome 127.0.0.0,,,01-08-2024 17:46:35,01-08-2024 17:46:36,1.252s,PASSED
"navigateToUrl(""https://practice.expandtesting.com/contact"")",Chrome 127.0.0.0,,,01-08-2024 17:46:36,01-08-2024 17:46:42,5.565s,PASSED
"setText(findTestObject(""Object Repository/TC-12/Page_Contact form page for Automation Testi_fb6edd/input_Name_form-control""), ""dom@gmail.com"")",Chrome 127.0.0.0,,,01-08-2024 17:46:42,01-08-2024 17:46:44,2.848s,PASSED
"setText(findTestObject(""Object Repository/TC-12/Page_Contact form page for Automation Testi_fb6edd/textarea_You message_address""), ""dom sil"")",Chrome 127.0.0.0,,,01-08-2024 17:46:44,01-08-2024 17:46:45,0.631s,PASSED
"click(findTestObject(""Object Repository/TC-12/Page_Contact form page for Automation Testi_fb6edd/a_Send""))",Chrome 127.0.0.0,,,01-08-2024 17:46:45,01-08-2024 17:47:13,27.542s,PASSED
closeBrowser(),Chrome 127.0.0.0,,,01-08-2024 17:47:13,01-08-2024 17:47:13,0.315s,PASSED
