Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS-7-prac-auto,Chrome 127.0.0.0,,,05-08-2024 19:59:49,05-08-2024 20:00:37,48.129s,PASSED
,,,,,,,
Test Cases/TC-22-prac-auto-form,Chrome 127.0.0.0,,,05-08-2024 19:59:49,05-08-2024 20:00:28,38.419s,PASSED
"openBrowser("""")",Chrome 127.0.0.0,,,05-08-2024 19:59:50,05-08-2024 19:59:53,3.120s,PASSED
"navigateToUrl(""https://practice-automation.com/form-fields/"")",Chrome 127.0.0.0,,,05-08-2024 19:59:53,05-08-2024 19:59:56,3.214s,PASSED
"click(findTestObject(""Object Repository/TC-22/Page_Form Fields  Practice Automation/p_Required""))",Chrome 127.0.0.0,,,05-08-2024 19:59:56,05-08-2024 19:59:57,1.277s,PASSED
"setText(findTestObject(""Object Repository/TC-22/Page_Form Fields  Practice Automation/input_Name_name-input""), ""dom"")",Chrome 127.0.0.0,,,05-08-2024 19:59:57,05-08-2024 19:59:58,0.999s,PASSED
"setEncryptedText(findTestObject(""Object Repository/TC-22/Page_Form Fields  Practice Automation/input_password""), ""0FrbqWz3kIQ="")",Chrome 127.0.0.0,,,05-08-2024 19:59:58,05-08-2024 19:59:59,0.554s,PASSED
"scrollToElement(findTestObject(""Object Repository/TC-22/Page_Form Fields  Practice Automation/label_Water""), 0)",Chrome 127.0.0.0,,,05-08-2024 19:59:59,05-08-2024 19:59:59,0.374s,PASSED
"click(findTestObject(""Object Repository/TC-22/Page_Form Fields  Practice Automation/label_Water""))",Chrome 127.0.0.0,,,05-08-2024 19:59:59,05-08-2024 20:00:00,0.439s,PASSED
"click(findTestObject(""Object Repository/TC-22/Page_Form Fields  Practice Automation/label_Milk""))",Chrome 127.0.0.0,,,05-08-2024 20:00:00,05-08-2024 20:00:00,0.376s,PASSED
"click(findTestObject(""Object Repository/TC-22/Page_Form Fields  Practice Automation/label_Green""))",Chrome 127.0.0.0,,,05-08-2024 20:00:00,05-08-2024 20:00:00,0.401s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/TC-22/Page_Form Fields  Practice Automation/select_Yes  No  Undecided""), ""yes"", true)",Chrome 127.0.0.0,,,05-08-2024 20:00:00,05-08-2024 20:00:02,1.416s,PASSED
"click(findTestObject(""Object Repository/TC-22/Page_Form Fields  Practice Automation/li_Katalon Studio""))",Chrome 127.0.0.0,,,05-08-2024 20:00:02,05-08-2024 20:00:20,18.665s,PASSED
"setText(findTestObject(""Object Repository/TC-22/Page_Form Fields  Practice Automation/input_Email_email""), ""dsil@gmail.com"")",Chrome 127.0.0.0,,,05-08-2024 20:00:20,05-08-2024 20:00:22,1.171s,PASSED
"setText(findTestObject(""Object Repository/TC-22/Page_Form Fields  Practice Automation/textarea_Message_message""), ""Hello"")",Chrome 127.0.0.0,,,05-08-2024 20:00:22,05-08-2024 20:00:25,2.915s,PASSED
"scrollToElement(findTestObject(""Object Repository/TC-22/Page_Form Fields  Practice Automation/button_Submit""), 0)",Chrome 127.0.0.0,,,05-08-2024 20:00:25,05-08-2024 20:00:26,1.009s,PASSED
"click(findTestObject(""Object Repository/TC-22/Page_Form Fields  Practice Automation/button_Submit""))",Chrome 127.0.0.0,,,05-08-2024 20:00:26,05-08-2024 20:00:26,0.582s,PASSED
closeBrowser(),Chrome 127.0.0.0,,,05-08-2024 20:00:26,05-08-2024 20:00:28,1.441s,PASSED
,,,,,,,
Test Cases/TC-23-prac-auto-slider,Chrome 127.0.0.0,,,05-08-2024 20:00:28,05-08-2024 20:00:37,9.452s,PASSED
"openBrowser("""")",Chrome 127.0.0.0,,,05-08-2024 20:00:28,05-08-2024 20:00:30,2.036s,PASSED
"navigateToUrl(""https://practice-automation.com/tables/"")",Chrome 127.0.0.0,,,05-08-2024 20:00:30,05-08-2024 20:00:34,3.795s,PASSED
"setText(findTestObject(""Object Repository/TC-23/Page_Tables  Practice Automation/input_search""), ""india"")",Chrome 127.0.0.0,,,05-08-2024 20:00:34,05-08-2024 20:00:36,1.862s,PASSED
"verifyElementText(findTestObject(""TC-23/Page_Tables  Practice Automation/td_1,429""), ""1,429"")",Chrome 127.0.0.0,,,05-08-2024 20:00:36,05-08-2024 20:00:36,0.578s,PASSED
closeBrowser(),Chrome 127.0.0.0,,,05-08-2024 20:00:36,05-08-2024 20:00:37,0.935s,PASSED
