Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS-1-expandTesting-1,Chrome 127.0.0.0,,,06-08-2024 12:02:32,06-08-2024 12:02:57,25.095s,PASSED
,,,,,,,
Test Cases/TC-14-expandTesting-pass,Chrome 127.0.0.0,,,06-08-2024 12:02:33,06-08-2024 12:02:45,12.193s,PASSED
"openBrowser("""")",Chrome 127.0.0.0,,,06-08-2024 12:02:33,06-08-2024 12:02:37,3.290s,PASSED
"navigateToUrl(""https://practice.expandtesting.com/secure-password-checker"")",Chrome 127.0.0.0,,,06-08-2024 12:02:37,06-08-2024 12:02:41,4.577s,PASSED
"setText(findTestObject(""TC-14/Page_Secure Password Checker page for Automation Testing Practice/input_Password_password""), ""Dsil12Dsil"")",Chrome 127.0.0.0,,,06-08-2024 12:02:41,06-08-2024 12:02:43,2.100s,PASSED
"verifyElementNotVisible(findTestObject(""TC-14/Page_Secure Password Checker page for Automation Testing Practice/li_Must be at least 8 characters long""))",Chrome 127.0.0.0,,,06-08-2024 12:02:43,06-08-2024 12:02:44,0.375s,PASSED
"verifyElementNotVisible(findTestObject(""TC-14/Page_Secure Password Checker page for Automation Testing Practice/li_Must contain a lowercase letter""))",Chrome 127.0.0.0,,,06-08-2024 12:02:44,06-08-2024 12:02:44,0.302s,PASSED
"verifyElementNotVisible(findTestObject(""TC-14/Page_Secure Password Checker page for Automation Testing Practice/li_Must contain a number or special character""))",Chrome 127.0.0.0,,,06-08-2024 12:02:44,06-08-2024 12:02:44,0.307s,PASSED
"verifyElementNotVisible(findTestObject(""TC-14/Page_Secure Password Checker page for Automation Testing Practice/li_Must contain an uppercase letter""))",Chrome 127.0.0.0,,,06-08-2024 12:02:44,06-08-2024 12:02:45,0.298s,PASSED
closeBrowser(),Chrome 127.0.0.0,,,06-08-2024 12:02:45,06-08-2024 12:02:45,0.316s,PASSED
,,,,,,,
Test Cases/TC-15-expandTesting-calorie,Chrome 127.0.0.0,,,06-08-2024 12:02:45,06-08-2024 12:02:57,12.534s,PASSED
"openBrowser("""")",Chrome 127.0.0.0,,,06-08-2024 12:02:45,06-08-2024 12:02:46,1.009s,PASSED
"navigateToUrl(""https://practice.expandtesting.com/tracalorie/"")",Chrome 127.0.0.0,,,06-08-2024 12:02:46,06-08-2024 12:02:50,3.687s,PASSED
"setText(findTestObject(""Object Repository/TC-15/Page_Tracalorie  Meal  Calorie Tracker Auto_c8671a/input_Meal_item-name""), ""Mango"")",Chrome 127.0.0.0,,,06-08-2024 12:02:50,06-08-2024 12:02:54,4.154s,PASSED
"setText(findTestObject(""Object Repository/TC-15/Page_Tracalorie  Meal  Calorie Tracker Auto_c8671a/input_Calories_item-calories""), ""4"")",Chrome 127.0.0.0,,,06-08-2024 12:02:54,06-08-2024 12:02:55,0.631s,PASSED
"click(findTestObject(""Object Repository/TC-15/Page_Tracalorie  Meal  Calorie Tracker Auto_c8671a/button_Add Meal""))",Chrome 127.0.0.0,,,06-08-2024 12:02:55,06-08-2024 12:02:55,0.350s,PASSED
"setText(findTestObject(""Object Repository/TC-15/Page_Tracalorie  Meal  Calorie Tracker Auto_c8671a/input_Meal_item-name""), ""Chicken"")",Chrome 127.0.0.0,,,06-08-2024 12:02:55,06-08-2024 12:02:56,0.870s,PASSED
"setText(findTestObject(""Object Repository/TC-15/Page_Tracalorie  Meal  Calorie Tracker Auto_c8671a/input_Calories_item-calories""), ""24"")",Chrome 127.0.0.0,,,06-08-2024 12:02:56,06-08-2024 12:02:56,0.624s,PASSED
"click(findTestObject(""Object Repository/TC-15/Page_Tracalorie  Meal  Calorie Tracker Auto_c8671a/button_Add Meal""))",Chrome 127.0.0.0,,,06-08-2024 12:02:56,06-08-2024 12:02:57,0.308s,PASSED
"verifyElementText(findTestObject(""TC-15/Page_Tracalorie  Meal  Calorie Tracker Automation Testing Practice/span_0""), ""28"")",Chrome 127.0.0.0,,,06-08-2024 12:02:57,06-08-2024 12:02:57,0.517s,PASSED
closeBrowser(),Chrome 127.0.0.0,,,06-08-2024 12:02:57,06-08-2024 12:02:57,0.239s,PASSED
