Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS-2-forms1,Chrome 127.0.0.0,,,01-08-2024 17:54:18,01-08-2024 17:54:38,19.856s,PASSED
,,,,,,,
Test Cases/TC-05-ultimateqa-form/main,Chrome 127.0.0.0,,,01-08-2024 17:54:18,01-08-2024 17:54:29,10.291s,PASSED
"openBrowser("""")",Chrome 127.0.0.0,,,01-08-2024 17:54:19,01-08-2024 17:54:21,2.183s,PASSED
"navigateToUrl(""https://ultimateqa.com/filling-out-forms/"")",Chrome 127.0.0.0,,,01-08-2024 17:54:21,01-08-2024 17:54:23,1.646s,PASSED
"setText(findTestObject(""Object Repository/TC-05/Page_Filling Out Forms - Ultimate QA/input_Name_et_pb_contact_name_0""), ""Jam"")",Chrome 127.0.0.0,,,01-08-2024 17:54:23,01-08-2024 17:54:23,0.803s,PASSED
"setText(findTestObject(""Object Repository/TC-05/Page_Filling Out Forms - Ultimate QA/textarea_Message_et_pb_contact_message_0""), ""Butter"")",Chrome 127.0.0.0,,,01-08-2024 17:54:23,01-08-2024 17:54:25,1.709s,PASSED
"setText(findTestObject(""Object Repository/TC-05/Page_Filling Out Forms - Ultimate QA/input_Name_et_pb_contact_name_1""), ""Sam"")",Chrome 127.0.0.0,,,01-08-2024 17:54:25,01-08-2024 17:54:26,0.598s,PASSED
"setText(findTestObject(""Object Repository/TC-05/Page_Filling Out Forms - Ultimate QA/textarea_Message_et_pb_contact_message_1""), ""Gutt"")",Chrome 127.0.0.0,,,01-08-2024 17:54:26,01-08-2024 17:54:28,2.505s,PASSED
"click(findTestObject(""Object Repository/TC-05/Page_Filling Out Forms - Ultimate QA/button_Submit""))",Chrome 127.0.0.0,,,01-08-2024 17:54:28,01-08-2024 17:54:29,0.358s,PASSED
closeBrowser(),Chrome 127.0.0.0,,,01-08-2024 17:54:29,01-08-2024 17:54:29,0.165s,PASSED
,,,,,,,
Test Cases/TC-09-orangeHRM-login,Chrome 127.0.0.0,,"account,banking",01-08-2024 17:54:29,01-08-2024 17:54:38,9.373s,PASSED
"openBrowser("""")",Chrome 127.0.0.0,,,01-08-2024 17:54:29,01-08-2024 17:54:30,1.043s,PASSED
"navigateToUrl(""https://opensource-demo.orangehrmlive.com/web/index.php/auth/login"")",Chrome 127.0.0.0,,,01-08-2024 17:54:30,01-08-2024 17:54:34,4.182s,PASSED
"setText(findTestObject(""Object Repository/TC-09/Page_OrangeHRM/input_Username_username""), ""Admin"")",Chrome 127.0.0.0,,,01-08-2024 17:54:34,01-08-2024 17:54:35,1.299s,PASSED
"setEncryptedText(findTestObject(""Object Repository/TC-09/Page_OrangeHRM/input_Password_password""), ""hUKwJTbofgPU9eVlw/CnDQ=="")",Chrome 127.0.0.0,,,01-08-2024 17:54:35,01-08-2024 17:54:36,0.361s,PASSED
"click(findTestObject(""Object Repository/TC-09/Page_OrangeHRM/button_Login""))",Chrome 127.0.0.0,,,01-08-2024 17:54:36,01-08-2024 17:54:36,0.330s,PASSED
"verifyElementPresent(findTestObject(""TC-09/Page_OrangeHRM/h6_Dashboard""), 0)",Chrome 127.0.0.0,,,01-08-2024 17:54:36,01-08-2024 17:54:38,1.908s,PASSED
closeBrowser(),Chrome 127.0.0.0,,,01-08-2024 17:54:38,01-08-2024 17:54:38,0.150s,PASSED
