Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS-8-demoqa-book,Chrome 127.0.0.0,,,05-08-2024 20:00:12,05-08-2024 20:03:51,3m - 39.357s,PASSED
,,,,,,,
Test Cases/TC-17-demoqa-book-login,Chrome 127.0.0.0,,,05-08-2024 20:00:49,05-08-2024 20:03:25,2m - 36.451s,PASSED
"openBrowser("""")",Chrome 127.0.0.0,,,05-08-2024 20:00:49,05-08-2024 20:03:01,2m - 11.821s,PASSED
"navigateToUrl(""https://demoqa.com/login"")",Chrome 127.0.0.0,,,05-08-2024 20:03:01,05-08-2024 20:03:21,20.501s,PASSED
"setText(findTestObject(""Object Repository/TC-17/Page_DEMOQA/input_UserName_userName""), ""dms"")",Chrome 127.0.0.0,,,05-08-2024 20:03:21,05-08-2024 20:03:23,1.529s,PASSED
"setEncryptedText(findTestObject(""Object Repository/TC-17/Page_DEMOQA/input_Password_password""), ""sHmjQe3zD30="")",Chrome 127.0.0.0,,,05-08-2024 20:03:23,05-08-2024 20:03:23,0.497s,PASSED
"scrollToElement(findTestObject(""Object Repository/TC-17/Page_DEMOQA/button_Login""), 0)",Chrome 127.0.0.0,,,05-08-2024 20:03:23,05-08-2024 20:03:23,0.344s,PASSED
"click(findTestObject(""Object Repository/TC-17/Page_DEMOQA/button_Login""))",Chrome 127.0.0.0,,,05-08-2024 20:03:23,05-08-2024 20:03:24,0.331s,PASSED
"verifyElementText(findTestObject(""TC-17/Page_DEMOQA/p_Invalid username or password""), ""Invalid username or password!"")",Chrome 127.0.0.0,,,05-08-2024 20:03:24,05-08-2024 20:03:25,1.097s,PASSED
closeBrowser(),Chrome 127.0.0.0,,,05-08-2024 20:03:25,05-08-2024 20:03:25,0.276s,PASSED
,,,,,,,
Test Cases/TC-18-demoqa-book,Chrome 127.0.0.0,,,05-08-2024 20:03:25,05-08-2024 20:03:51,26.221s,PASSED
"openBrowser("""")",Chrome 127.0.0.0,,,05-08-2024 20:03:25,05-08-2024 20:03:27,1.533s,PASSED
"navigateToUrl(""https://demoqa.com/books"")",Chrome 127.0.0.0,,,05-08-2024 20:03:27,05-08-2024 20:03:49,21.937s,PASSED
"setText(findTestObject(""Object Repository/TC-18/Page_DEMOQA/input_Book Store API_searchBox""), ""git"")",Chrome 127.0.0.0,,,05-08-2024 20:03:49,05-08-2024 20:03:50,1.059s,PASSED
"verifyElementText(findTestObject(""TC-18/Page_DEMOQA/a_Git Pocket Guide""), ""Git Pocket Guide"")",Chrome 127.0.0.0,,,05-08-2024 20:03:50,05-08-2024 20:03:50,0.445s,PASSED
closeBrowser(),Chrome 127.0.0.0,,,05-08-2024 20:03:50,05-08-2024 20:03:51,1.173s,PASSED
